U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
405.07,179.42,129.4,41.6,89.3,25.233,20.273,88.95,2830.5,41.66,31.25,0.000235,1.129,0.985,33.21,normal
418.95,182.43,129.51,38.4,91.83,24.753,19.498,90.86,2912.4,39.11,28.79,0.000186,1.22,1.034,32.54,normal
416.7,180.81,129.96,40.88,89.98,24.963,19.794,89.96,2808.7,39.97,30.08,0.000176,1.156,0.984,27.06,normal
418.56,184.91,130.25,37.49,90.28,25.107,19.666,93.69,3025.8,39.44,28.54,0.000171,1.22,0.974,27.33,normal
433.64,178.21,128.9,41.39,90.29,25.462,19.859,87.71,2796.1,42.24,30.18,0.00013,1.163,0.941,33.96,normal
414.96,178.97,129.72,37.96,88.66,24.151,20.913,91.03,2624.1,37.0,31.26,0.000182,1.23,0.976,29.49,normal
408.89,180.63,129.08,42.44,90.14,24.637,20.309,88.55,2729.1,36.96,31.27,0.000212,1.192,0.995,27.25,normal
415.96,180.6,128.54,39.61,91.38,25.983,19.96,89.07,2972.5,42.43,30.43,0.000159,1.143,0.955,32.16,normal
403.13,182.93,129.02,41.29,91.91,25.02,20.622,89.36,2984.3,39.2,30.87,0.000251,1.185,0.93,30.13,normal
428.72,179.0,128.62,41.08,88.51,25.917,20.094,89.0,2842.2,39.97,31.15,0.000133,1.31,1.039,31.14,normal
419.18,181.36,129.5,39.56,88.03,26.791,19.181,91.62,3134.5,44.73,29.07,0.000177,1.086,0.96,25.52,normal
426.32,181.74,130.52,39.64,90.08,24.705,20.832,91.27,2779.7,39.94,31.82,0.000155,1.208,0.948,29.35,normal
409.65,181.06,130.14,39.16,91.44,24.282,19.922,90.3,2736.6,38.37,30.95,0.000228,1.149,1.063,31.9,normal
400.57,178.56,132.37,40.79,90.47,24.841,18.872,89.83,2559.4,39.95,25.66,0.00022,1.269,1.034,28.72,normal
416.73,182.11,127.35,39.58,90.88,25.659,19.2,89.49,3109.6,43.34,27.77,0.000192,1.241,1.041,32.47,normal
420.66,181.84,130.56,39.18,88.23,25.743,20.564,92.49,2901.1,41.59,29.45,0.000157,1.209,1.02,27.37,normal
419.07,180.9,130.01,40.54,89.26,26.363,19.208,90.55,2963.7,42.87,28.64,0.000164,1.246,1.052,29.77,normal
416.44,180.31,130.98,39.1,87.15,24.978,20.675,92.52,2704.8,40.43,30.62,0.000207,1.212,1.035,33.29,normal
415.23,180.34,130.86,39.67,89.81,25.293,20.041,90.86,2750.4,41.2,28.55,0.00018,1.2,0.986,27.7,normal
418.06,179.88,129.8,40.11,87.19,24.573,20.357,91.19,2672.9,37.51,31.18,0.000183,1.17,0.957,30.54,normal
408.91,180.96,130.21,39.36,91.73,23.496,19.872,90.04,2615.7,35.6,30.48,0.000198,1.182,0.949,31.17,normal
408.89,180.05,129.11,39.51,92.02,24.976,20.262,88.81,2762.9,40.47,30.39,0.000188,1.177,0.994,30.18,normal
419.59,178.73,130.74,41.53,90.18,24.308,20.158,88.87,2566.3,38.3,30.54,0.000148,1.201,0.956,29.5,normal
418.51,178.43,127.75,39.8,88.03,25.386,19.981,89.17,2818.3,41.85,31.36,0.00016,1.105,0.968,28.25,normal
421.83,178.87,130.93,39.64,90.49,23.871,19.467,89.83,2532.7,36.14,27.82,0.000161,1.251,0.994,30.39,normal
412.21,180.33,129.97,39.82,92.42,24.556,20.179,89.03,2675.8,37.31,29.7,0.000178,1.297,1.056,29.79,normal
418.41,179.96,129.42,40.45,90.62,25.161,19.091,89.15,2769.9,39.55,28.46,0.000203,1.178,0.94,27.13,normal
408.73,180.32,129.72,38.97,91.54,25.223,20.466,89.77,2780.4,41.51,31.45,0.000201,1.259,1.001,32.2,normal
406.51,180.75,129.81,40.43,89.37,24.972,20.098,90.38,2798.2,40.95,31.41,0.000236,1.193,0.95,28.18,normal
420.21,179.06,131.56,40.26,88.87,26.12,20.232,90.75,2722.4,43.12,29.59,0.000158,1.17,0.978,27.18,normal
412.48,182.2,133.88,38.21,89.91,25.942,18.692,93.97,2790.5,44.27,25.13,0.000209,1.181,1.037,28.81,normal
418.71,179.6,131.46,41.79,87.5,24.589,19.437,90.88,2605.2,38.66,27.35,0.000176,1.204,0.966,28.21,normal
412.03,179.35,129.32,41.46,92.94,25.966,19.747,87.13,2857.8,42.31,29.89,0.000259,1.164,0.989,29.48,normal
410.98,180.72,130.76,39.2,90.18,26.057,20.337,91.05,2832.8,41.69,31.88,0.000197,1.23,1.006,27.52,normal
416.99,177.25,130.81,38.88,91.13,24.926,19.529,88.99,2537.8,39.71,29.6,0.000183,1.174,1.028,30.9,normal
411.11,178.81,128.89,40.23,89.4,25.027,21.274,89.04,2708.8,41.14,33.97,0.000208,1.146,0.978,32.76,normal
415.77,181.47,128.49,38.57,87.99,24.97,19.868,91.68,2925.4,41.18,30.65,0.000206,1.199,1.05,30.21,normal
416.59,177.39,129.92,41.36,91.85,24.613,19.492,87.04,2595.3,39.96,28.16,0.000189,1.165,0.982,27.11,normal
410.71,181.68,130.97,39.53,88.54,24.673,19.907,92.29,2707.1,39.56,28.16,0.000218,1.184,1.019,28.17,normal
399.29,182.27,128.07,41.62,90.45,25.792,19.525,89.1,3076.8,43.91,27.43,0.000245,1.197,0.992,30.44,normal
406.39,179.45,129.13,39.18,90.58,25.262,19.408,89.41,2793.0,39.79,27.26,0.000228,1.133,1.03,26.07,normal
409.7,180.44,130.69,39.89,90.1,24.667,20.505,90.57,2736.0,40.23,29.83,0.000196,1.273,1.081,27.53,normal
402.17,181.68,130.05,41.27,88.98,24.444,20.257,90.73,2746.5,38.7,29.61,0.000253,1.241,0.989,26.7,normal
407.09,179.3,131.7,39.68,89.81,24.545,20.258,90.75,2547.6,38.91,29.96,0.000214,1.168,0.999,30.23,normal
416.46,181.3,128.31,40.27,88.76,24.902,20.638,90.27,2911.2,38.29,32.23,0.000167,1.199,0.983,34.32,normal
410.92,178.99,132.82,41.09,91.05,25.548,20.243,89.82,2580.4,41.93,30.9,0.000202,1.232,0.977,27.48,normal
412.38,179.28,128.15,39.44,90.74,24.484,19.466,88.63,2741.0,39.68,29.78,0.000193,1.21,0.972,31.63,normal
414.45,178.8,127.57,38.74,89.97,25.541,20.354,88.83,2865.3,39.44,29.97,0.000184,1.294,0.999,28.87,normal
407.53,180.51,129.93,38.54,89.26,25.118,19.437,91.32,2811.0,41.14,28.79,0.000209,1.188,0.969,27.36,normal
422.83,181.74,128.64,40.58,92.74,25.086,19.761,88.53,2964.5,37.96,30.41,0.000144,1.259,0.97,33.13,normal
401.2,179.72,129.95,40.39,88.31,25.615,19.977,90.49,2802.3,40.37,29.53,0.000248,1.133,0.873,34.32,normal
407.34,178.09,129.91,41.06,87.99,25.506,19.926,89.47,2695.5,41.37,29.45,0.000218,1.141,1.055,30.82,normal
422.28,178.38,129.77,39.73,89.89,24.157,19.104,89.26,2603.4,39.19,28.73,0.000145,1.284,1.066,30.73,normal
399.47,180.59,128.99,38.57,89.66,24.35,19.516,90.67,2770.5,38.02,28.42,0.000218,1.178,1.026,30.12,normal
420.56,182.77,130.52,37.65,91.43,24.862,19.989,92.1,2862.5,40.07,31.12,0.000213,1.142,0.965,29.7,normal
407.58,180.59,129.62,42.87,90.84,25.214,19.695,88.24,2861.4,39.71,28.0,0.000244,1.198,0.949,30.68,normal
405.49,179.42,131.32,40.53,90.04,25.819,20.563,90.09,2699.9,42.19,32.83,0.000252,1.263,0.937,31.35,normal
401.3,181.15,129.78,40.14,90.65,25.039,20.649,90.07,2821.6,40.06,32.78,0.000257,1.162,1.026,33.33,normal
414.65,179.64,128.84,40.28,90.63,26.022,19.44,88.79,2878.7,44.62,27.74,0.000192,1.198,1.051,28.95,normal
405.26,179.43,127.97,38.57,92.73,24.576,20.03,88.05,2766.1,38.04,29.83,0.000216,1.107,1.007,30.25,normal
417.28,178.56,129.79,39.21,90.33,24.677,20.791,89.41,2609.4,38.42,31.18,0.000186,1.177,1.034,29.82,normal
401.17,182.11,128.48,41.74,89.11,24.817,19.933,89.83,2917.0,40.55,29.42,0.000229,1.25,1.018,32.05,normal
419.12,176.19,128.38,40.66,90.26,24.51,19.797,86.82,2589.1,38.35,28.2,0.000135,1.161,0.969,34.8,normal
416.63,181.2,130.63,39.24,86.6,25.696,20.43,92.99,2779.5,42.14,29.75,0.000162,1.136,1.04,32.12,normal
421.11,179.3,127.87,38.77,89.96,23.338,19.863,89.22,2631.2,35.78,28.63,0.000187,1.161,1.038,31.6,normal
408.74,179.38,131.69,39.48,91.42,24.698,20.635,90.07,2588.5,38.5,32.57,0.000198,1.17,0.96,31.82,normal
413.34,182.54,130.19,39.68,90.78,25.689,19.703,91.13,2950.1,39.95,27.71,0.000205,1.238,1.032,32.53,normal
398.18,178.93,129.95,42.05,90.39,24.813,19.763,88.22,2623.5,40.54,30.46,0.000238,1.219,0.994,34.83,normal
416.29,178.98,128.76,39.81,90.84,25.644,20.395,88.54,2862.0,41.99,31.81,0.00018,1.229,0.99,26.63,normal
426.5,179.8,130.92,38.81,91.43,26.319,20.05,90.23,2858.9,42.6,31.19,0.000161,1.201,1.016,31.2,normal
416.84,180.62,130.0,39.94,91.85,25.048,20.054,89.41,2824.0,40.92,30.42,0.000188,1.169,1.014,24.84,normal
407.67,179.34,129.18,40.26,90.58,25.701,19.045,88.83,2819.5,44.05,28.79,0.000182,1.161,1.036,31.9,normal
410.21,177.64,130.24,38.72,89.59,26.451,19.823,89.77,2763.5,45.47,28.38,0.000217,1.222,0.966,31.1,normal
403.33,178.7,127.98,40.4,86.99,25.241,20.432,89.63,2794.7,42.78,32.27,0.000246,1.279,1.023,28.91,normal
410.54,181.92,128.04,41.21,91.27,24.971,19.608,88.73,2928.1,38.69,31.38,0.000243,1.153,0.954,24.66,normal
406.95,180.11,128.66,40.14,90.67,25.541,20.35,88.98,2857.7,41.82,30.74,0.000233,1.149,0.993,29.97,normal
410.02,180.68,130.42,39.2,90.2,25.711,20.134,90.85,2848.7,42.42,30.32,0.000183,1.143,0.996,30.45,normal
413.13,179.61,130.0,39.47,89.11,24.977,19.9,90.51,2751.2,39.82,28.99,0.000195,1.242,1.039,29.87,normal
407.9,179.01,131.26,38.34,91.25,24.71,20.679,90.31,2634.5,38.84,31.91,0.000213,1.198,1.0,28.76,normal
408.18,182.52,128.9,39.87,89.67,26.03,19.83,90.93,3069.2,40.06,29.69,0.000177,1.228,0.99,28.21,normal
415.64,179.72,130.69,40.31,89.96,24.838,19.865,90.07,2658.6,41.23,27.75,0.00018,1.175,1.057,29.9,normal
410.96,179.33,129.86,39.1,89.93,25.716,19.894,90.08,2796.0,40.47,30.21,0.000211,1.231,0.983,28.4,normal
421.47,181.64,128.87,41.94,90.58,25.158,20.04,88.98,2950.1,41.36,31.0,0.000159,1.186,0.981,31.62,normal
411.4,178.92,130.46,40.79,88.51,26.096,20.383,90.04,2830.5,43.22,30.34,0.000233,1.123,0.925,29.84,normal
413.78,179.11,129.92,38.21,90.73,24.491,19.264,90.03,2685.5,38.51,27.7,0.000188,1.246,0.991,26.55,normal
404.09,180.02,129.25,38.23,89.06,24.489,20.434,90.98,2767.7,38.34,31.86,0.000216,1.198,0.962,30.35,normal
408.44,180.0,130.05,39.02,89.11,25.513,20.034,90.96,2844.4,41.69,29.35,0.000206,1.184,0.99,30.83,normal
406.45,180.39,129.84,41.57,91.15,24.322,20.277,88.75,2706.8,38.71,31.35,0.000238,1.214,1.01,33.24,normal
428.88,183.14,129.82,40.89,88.71,25.07,21.196,91.65,2949.4,41.15,33.53,0.000136,1.128,0.957,31.86,normal
406.51,180.5,129.5,41.62,91.15,25.929,19.744,88.62,2941.0,42.59,31.18,0.000238,1.222,0.967,28.2,normal
406.08,176.43,128.43,40.01,90.13,23.929,19.388,87.36,2542.3,35.76,28.26,0.000237,1.17,0.936,32.85,normal
410.47,180.49,130.09,39.79,87.86,25.241,20.097,91.46,2824.8,39.46,29.84,0.000208,1.192,0.98,27.23,normal
410.16,180.06,129.04,38.75,91.77,25.727,20.176,89.28,2869.5,43.16,30.67,0.000216,1.257,0.962,30.06,normal
417.46,180.07,128.78,40.35,90.4,24.984,20.436,89.04,2861.1,39.68,31.28,0.000218,1.232,1.086,31.51,normal
417.17,180.37,129.71,39.8,90.51,24.444,19.731,89.88,2709.2,37.39,30.58,0.000173,1.191,1.06,32.92,normal
411.51,179.96,130.88,39.77,91.31,24.842,19.585,89.88,2715.5,38.81,30.15,0.000202,1.195,1.054,33.78,normal
408.5,179.92,130.22,41.62,91.95,24.497,19.234,88.29,2675.7,38.47,27.38,0.000227,1.072,0.948,32.55,normal
419.49,180.92,129.36,39.87,90.26,25.041,19.316,90.07,2824.3,38.84,28.03,0.000146,1.159,0.993,29.73,normal
404.2,179.19,129.31,41.33,90.8,24.834,19.792,88.18,2665.0,39.49,28.89,0.000214,1.208,0.952,31.16,normal
405.44,178.58,130.76,38.41,90.48,24.692,19.942,90.21,2590.9,40.37,29.15,0.000203,1.162,1.074,30.45,normal
406.75,184.54,127.12,42.69,89.55,25.28,21.033,89.61,3155.6,40.69,30.24,0.000219,1.134,1.033,28.58,normal
424.18,178.93,130.96,39.63,87.94,25.947,19.154,91.16,2710.6,41.0,29.1,0.000162,1.224,0.958,29.77,normal
421.35,180.15,127.75,40.71,90.28,25.197,20.168,88.45,2919.9,41.44,29.92,0.000178,1.265,1.015,33.6,normal
415.64,177.76,128.3,40.87,91.79,25.806,19.637,86.7,2762.2,43.46,28.67,0.000158,1.164,0.941,31.29,normal
419.53,180.17,129.38,39.5,90.76,25.947,20.111,89.65,2936.3,43.93,32.52,0.000158,1.244,0.995,34.12,normal
409.16,178.6,132.6,40.82,88.61,24.648,19.723,90.88,2569.8,39.05,28.75,0.000225,1.236,0.993,27.84,normal
412.98,179.34,132.01,40.87,91.43,25.165,20.518,89.52,2605.5,42.81,31.27,0.000182,1.151,1.03,29.24,normal
421.49,181.57,130.85,39.29,89.6,24.745,20.515,91.77,2797.3,40.0,31.62,0.00018,1.164,1.04,30.83,normal
410.39,180.71,130.43,39.3,87.28,24.111,19.943,92.27,2625.1,40.47,30.12,0.000233,1.29,1.001,31.48,normal
416.05,180.85,127.77,40.05,91.32,25.213,20.72,88.62,2956.7,41.97,31.48,0.00019,1.144,0.991,29.77,normal
408.25,177.34,130.19,39.88,88.77,24.369,20.38,89.44,2538.7,39.4,31.93,0.000229,1.17,0.871,31.6,normal
412.03,182.76,129.34,41.39,92.31,25.291,20.696,89.19,3064.2,40.22,32.03,0.000169,1.298,1.062,31.59,normal
420.05,178.21,129.02,40.7,91.49,24.066,19.978,87.52,2593.4,36.4,30.03,0.00019,1.172,0.974,27.22,normal
419.85,182.29,130.19,39.93,89.7,25.103,20.476,91.42,2891.5,40.41,30.76,0.000173,1.268,1.004,31.51,normal
411.7,181.53,129.43,40.61,90.6,24.058,19.616,89.88,2751.8,37.13,28.87,0.000216,1.149,1.09,32.15,normal
410.95,180.87,131.04,37.95,93.15,25.404,19.565,90.38,2773.4,40.63,29.62,0.000194,1.207,0.952,30.59,normal
406.53,178.72,127.68,39.38,91.3,24.764,21.09,87.85,2776.6,39.19,33.79,0.000222,1.254,1.001,26.32,normal
414.04,180.23,130.09,40.29,90.31,24.706,19.457,89.86,2719.5,38.96,28.21,0.000205,1.177,1.02,29.45,normal
427.45,179.29,128.95,41.12,93.76,25.676,19.782,86.68,2825.0,41.33,28.79,0.000142,1.205,1.044,30.88,normal
421.1,180.04,129.51,40.2,90.15,24.807,19.051,89.6,2766.0,40.1,28.19,0.000192,1.237,1.0,28.27,normal
417.91,179.63,130.37,41.46,90.76,25.067,19.577,88.89,2689.6,39.44,29.11,0.000154,1.155,1.047,31.84,normal
410.44,176.94,128.66,40.87,88.78,24.881,19.503,87.98,2630.9,39.61,29.37,0.00021,1.312,0.983,31.46,normal
401.65,181.68,130.2,39.51,87.82,25.304,19.665,92.26,2923.8,39.67,28.33,0.000217,1.252,1.022,30.27,normal
399.66,179.88,129.75,39.86,89.63,25.626,20.15,90.07,2822.9,41.92,30.39,0.00022,1.182,1.017,30.03,normal
415.57,179.27,129.21,40.41,90.05,25.501,20.271,89.01,2835.4,41.66,31.44,0.000196,1.188,0.996,30.39,normal
417.95,179.16,129.44,39.55,90.43,24.72,19.497,89.31,2701.9,38.24,28.08,0.000151,1.296,1.013,29.99,normal
403.88,180.54,129.81,41.53,88.15,25.725,19.605,90.32,2893.8,42.18,30.45,0.000206,1.182,0.965,27.43,normal
406.12,178.66,129.08,38.89,90.86,24.45,20.542,88.99,2661.7,38.33,32.78,0.000212,1.176,0.988,29.14,normal
415.15,176.62,130.01,40.32,88.92,24.555,20.853,88.69,2440.2,38.27,32.18,0.000195,1.257,0.949,30.14,normal
413.94,180.61,129.67,40.74,90.79,24.923,20.628,89.37,2792.4,39.33,31.56,0.000203,1.13,0.982,32.84,normal
416.18,180.78,129.27,39.69,91.22,25.628,19.177,89.57,2874.3,42.27,28.07,0.000143,1.196,1.046,31.38,normal
417.45,179.7,131.91,39.46,89.49,24.298,20.595,91.33,2545.8,38.03,31.76,0.000202,1.204,1.017,32.94,normal
410.62,178.28,130.5,39.92,88.75,25.535,20.927,90.05,2704.8,42.51,33.52,0.000197,1.165,1.012,27.19,normal
420.24,180.13,129.54,40.81,92.01,24.967,19.152,88.43,2833.4,38.87,27.04,0.000164,1.122,0.936,29.29,normal
410.31,177.8,130.18,39.5,91.13,24.74,20.541,88.66,2550.0,39.07,30.78,0.000216,1.203,1.013,34.15,normal
415.34,178.46,128.77,38.93,90.2,25.659,20.113,89.05,2797.9,41.3,30.52,0.000185,1.234,0.997,28.51,normal
407.93,178.87,129.48,41.15,91.91,24.518,19.836,87.64,2665.1,38.68,29.96,0.000207,1.166,1.021,28.47,normal
410.27,181.27,129.62,40.4,90.11,26.371,20.053,90.18,2998.0,44.31,30.11,0.000215,1.141,1.055,29.46,normal
412.25,179.46,128.5,41.01,89.19,24.894,20.222,88.87,2792.2,38.51,31.32,0.00021,1.263,0.984,34.04,normal
419.02,179.33,130.46,40.76,88.7,25.09,20.579,90.17,2714.0,40.85,32.67,0.00016,1.226,0.987,28.66,normal
415.22,182.93,129.39,42.18,89.86,25.926,20.553,90.11,3040.5,44.87,32.11,0.000188,1.182,1.037,31.11,normal
406.64,180.53,129.57,41.11,91.0,25.106,19.247,88.99,2808.4,40.48,28.29,0.000264,1.246,0.976,30.78,normal
403.94,180.51,129.32,39.28,91.81,25.713,19.676,89.37,2907.7,41.21,28.96,0.000242,1.212,1.003,26.14,normal
411.23,179.45,133.55,40.47,90.03,23.828,20.047,91.24,2384.9,36.4,30.19,0.000225,1.289,0.92,29.97,normal
410.6,179.11,129.2,39.44,91.58,24.734,20.786,88.64,2697.6,38.91,31.06,0.000208,1.233,0.988,28.89,normal
423.66,176.72,127.52,39.55,89.72,25.238,18.636,87.48,2729.9,40.02,25.47,0.00017,1.131,1.052,31.36,normal
408.05,181.45,128.08,38.59,88.98,25.649,19.695,90.97,2994.0,42.61,30.19,0.000195,1.167,1.013,33.48,normal
420.23,180.67,130.91,39.71,88.3,25.462,19.236,91.78,2758.1,39.52,29.37,0.000187,1.169,1.036,29.31,normal
411.15,179.73,131.6,40.55,89.34,25.406,19.315,90.72,2657.1,41.45,27.08,0.000197,1.215,1.038,29.31,normal
428.82,179.79,129.18,39.93,88.35,25.637,20.493,90.34,2853.3,43.14,31.78,0.000157,1.185,1.054,35.04,normal
409.76,181.1,131.53,38.9,92.61,25.285,19.734,90.55,2798.5,42.05,28.07,0.000229,1.144,0.986,28.58,normal
430.45,177.67,130.89,38.48,90.57,23.714,18.833,89.73,2452.2,37.4,28.24,0.000119,1.229,1.038,27.31,normal
407.86,179.12,129.77,42.11,89.88,25.865,19.921,88.45,2779.2,41.87,29.77,0.000226,1.25,1.09,32.76,normal
411.13,178.3,129.69,40.33,92.24,24.497,21.018,87.7,2666.1,40.02,34.82,0.000226,1.195,0.999,29.9,normal
404.0,182.66,130.22,39.18,88.31,25.188,19.097,92.69,2890.9,40.91,27.1,0.00027,1.21,0.947,30.57,normal
413.56,181.31,131.05,40.46,89.82,25.109,20.266,91.04,2824.0,41.74,30.32,0.000193,1.152,0.976,34.46,normal
418.58,176.7,130.48,42.19,92.6,25.028,20.784,86.17,2542.7,41.16,32.47,0.000184,1.174,1.019,27.19,normal
398.79,177.73,129.19,40.62,89.81,24.336,19.975,88.24,2606.9,38.42,30.66,0.000204,1.176,0.934,29.61,normal
407.42,179.8,129.79,37.21,93.18,23.837,20.964,89.57,2611.6,36.47,33.3,0.000217,1.228,0.97,27.53,normal
413.39,179.29,132.38,42.65,91.02,24.399,19.67,89.0,2509.2,40.65,29.89,0.000197,1.213,0.987,30.67,normal
420.99,178.01,130.3,38.15,91.7,25.496,20.723,89.2,2717.7,39.66,31.8,0.000165,1.184,1.004,28.89,normal
413.9,182.92,131.04,39.79,91.74,24.132,20.605,91.22,2748.6,37.36,32.44,0.000217,1.182,1.072,27.65,normal
411.84,180.47,130.65,38.87,90.0,24.472,19.984,91.12,2710.5,37.09,31.73,0.0002,1.102,1.028,31.46,normal
416.5,180.71,130.33,39.26,89.37,25.251,19.256,91.21,2800.4,40.84,28.66,0.00017,1.28,0.955,30.02,normal
424.81,178.96,130.13,40.28,89.85,24.384,19.499,89.48,2616.0,38.6,28.01,0.000151,1.096,1.155,27.5,normal
405.2,181.08,131.08,37.93,88.72,24.674,18.828,92.76,2733.2,38.42,27.25,0.000274,1.221,0.999,27.62,normal
411.59,179.43,130.86,39.91,89.91,25.049,20.297,90.23,2672.9,39.57,29.24,0.000225,1.202,0.933,30.42,normal
409.39,179.57,130.32,41.15,89.99,25.17,20.237,89.37,2704.0,39.17,31.21,0.000217,1.187,0.958,26.66,normal
423.63,180.92,129.17,39.16,92.2,24.372,20.04,89.36,2751.9,38.66,28.77,0.000197,1.2,0.959,30.45,normal
409.66,177.56,130.46,38.61,90.77,25.085,19.939,89.3,2616.3,39.78,30.41,0.000221,1.167,0.946,32.68,normal
419.16,182.4,129.92,39.86,93.07,25.239,20.679,89.69,2847.5,41.11,31.83,0.000168,1.233,1.021,31.33,normal
418.36,180.27,129.63,39.66,87.19,24.236,20.149,91.52,2711.6,37.3,31.21,0.000206,1.134,0.893,28.75,normal
417.72,181.92,133.21,39.4,88.42,25.129,19.723,93.66,2649.6,40.62,29.29,0.000207,1.216,1.039,30.55,normal
421.0,178.39,128.15,38.81,89.54,24.57,20.074,89.09,2720.6,39.51,31.33,0.000169,1.166,1.033,27.5,normal
409.77,178.62,131.15,40.52,91.94,25.074,21.024,88.64,2658.5,40.69,33.28,0.000197,1.179,0.982,30.27,normal
415.42,178.26,128.96,40.6,89.86,25.434,20.311,88.38,2731.6,41.47,31.73,0.000188,1.18,1.037,29.35,normal
418.86,180.38,130.16,38.93,88.09,24.894,19.805,91.75,2766.0,39.59,29.17,0.000177,1.192,0.956,27.92,normal
423.43,180.1,133.08,39.07,89.68,25.548,19.978,92.2,2676.3,42.07,29.59,0.000184,1.225,0.966,31.25,normal
433.56,179.3,128.85,40.14,88.44,25.474,20.232,89.78,2810.6,40.77,29.51,0.000149,1.198,1.022,26.05,normal
405.08,178.48,129.13,39.04,88.19,25.545,19.789,90.19,2753.8,41.39,28.52,0.000232,1.247,0.992,27.63,normal
408.42,178.1,129.98,40.18,92.6,25.242,19.745,87.63,2683.5,41.05,29.39,0.000247,1.252,0.975,27.87,normal
414.38,179.93,128.98,41.47,89.54,25.66,19.994,88.94,2913.4,43.46,30.04,0.000172,1.215,0.995,28.99,normal
406.75,179.3,131.06,39.94,90.23,25.231,20.76,90.09,2746.2,40.06,32.4,0.000233,1.234,1.053,32.6,normal
409.54,178.97,129.36,38.79,89.88,24.0,20.395,89.83,2597.3,36.28,30.53,0.000199,1.301,1.051,31.51,normal
419.57,182.32,130.78,40.39,89.67,24.525,19.795,91.52,2800.0,38.93,29.59,0.0002,1.129,1.017,30.21,normal
420.53,179.88,128.4,39.82,88.91,24.873,20.435,89.77,2802.2,40.84,32.26,0.000161,1.254,0.986,30.12,normal
416.89,181.91,127.83,39.85,89.6,24.948,20.004,90.13,2933.9,40.66,30.36,0.000183,1.277,1.021,29.98,normal
410.33,179.2,129.73,40.48,90.44,25.215,20.172,89.01,2737.5,40.64,30.5,0.000216,1.222,0.966,32.74,normal
419.4,180.37,128.12,40.69,91.84,24.516,20.127,87.97,2811.1,39.84,30.57,0.000171,1.295,1.047,26.37,normal
418.31,179.92,131.82,40.04,91.23,26.205,18.945,90.23,2775.3,41.73,28.21,0.000178,1.289,1.038,31.54,normal
412.72,177.45,128.16,39.94,88.42,24.939,18.476,88.63,2716.8,40.83,26.15,0.000185,1.183,1.077,28.98,normal
424.28,182.14,128.75,42.06,91.29,24.995,20.113,88.76,2942.8,39.67,29.89,9.8e-05,1.187,0.968,31.01,normal
405.86,179.8,130.5,41.2,90.62,24.598,19.574,89.24,2704.4,39.48,28.45,0.00021,1.227,0.963,31.02,normal
403.17,181.12,129.3,40.83,89.19,24.398,19.18,90.19,2838.0,39.29,27.39,0.000219,1.169,1.022,31.47,normal
411.77,178.87,128.18,40.13,90.24,24.924,19.589,88.34,2780.2,39.98,28.44,0.000211,1.336,0.989,33.17,normal
404.81,179.75,132.45,38.99,90.74,25.017,20.462,91.21,2588.7,40.12,31.89,0.000228,1.239,1.04,27.26,normal
419.05,178.7,128.8,41.13,90.06,24.948,20.179,88.15,2732.9,39.46,31.85,0.000187,1.202,1.053,32.01,normal
404.75,181.85,129.76,40.14,90.62,25.993,20.386,90.42,2971.8,44.6,30.72,0.000254,1.129,1.068,29.87,normal
409.87,180.47,129.75,39.42,88.88,24.924,20.227,90.96,2763.3,40.13,29.89,0.000175,1.213,1.002,29.08,normal
412.35,180.55,130.85,39.76,92.59,24.948,19.541,89.52,2682.8,40.07,27.75,0.000193,1.141,1.035,34.07,normal
406.01,182.04,130.55,39.03,87.49,25.489,20.388,93.02,2846.5,42.93,32.44,0.00019,1.238,0.979,31.4,normal
407.32,181.73,129.01,41.06,90.75,24.897,20.293,89.46,2908.6,39.2,31.57,0.000206,1.075,1.009,29.17,normal
412.11,181.15,129.61,40.68,90.48,25.324,19.941,89.8,2893.8,40.69,29.3,0.000193,1.269,0.998,31.91,normal
409.59,177.87,129.73,40.18,90.84,24.233,20.029,88.28,2576.2,38.75,30.19,0.000197,1.179,0.996,29.91,normal
423.88,178.96,130.9,39.96,89.08,24.237,20.396,90.41,2555.3,39.6,32.2,0.00018,1.115,1.073,29.13,normal
418.09,178.49,128.6,39.32,91.52,25.073,19.625,88.12,2737.2,40.26,28.94,0.000187,1.199,0.946,28.79,normal
423.28,181.09,132.42,37.87,89.86,24.861,20.544,92.88,2620.8,39.99,32.17,0.000133,1.201,1.0,30.61,normal
414.49,180.26,129.09,38.59,88.46,24.515,20.283,91.15,2740.0,37.02,30.64,0.000224,1.197,1.002,28.77,normal
414.24,177.91,129.99,39.26,88.58,25.073,20.001,90.03,2621.6,41.49,29.77,0.000169,1.269,1.026,30.31,normal
414.04,179.72,128.61,39.11,90.16,25.125,20.766,89.53,2782.7,39.28,29.98,0.000185,1.219,0.956,31.77,normal
421.75,177.76,128.44,40.29,87.92,24.574,19.353,88.99,2672.7,38.24,27.95,0.000168,1.24,0.988,30.22,normal
405.49,179.92,128.95,40.81,92.34,24.689,19.77,87.86,2746.3,39.3,28.95,0.000217,1.188,0.976,33.95,normal
